seqnames	start	end	width	strand	Conc	Conc_fs	Conc_control	Fold	p.value	FDR
chr3	61948706	61949106	401	*	3.13507691201523	4.06466608954313	2.26635882641018	1.54441391161139	1.83099158494298e-05	0.00051694817809294
chr15	36756574	36756974	401	*	3.47412377623933	4.37621391181466	2.65201421816755	1.48602211923437	1.90525425517326e-05	0.000536351226950519
chr3	182403956	182404356	401	*	2.29951354613686	3.46483529958182	0.898198315259314	2.13409553282631	1.97862445120737e-05	0.000550603424870465
chr8	63286721	63287121	401	*	2.6036397903041	3.67270092790153	1.45473106056742	1.90284219226506	1.98570627470353e-05	0.000550990818459283
chr6	145067442	145067842	401	*	3.28371527376517	4.15108485441036	2.51719399994364	1.4728917445042	2.33555760913557e-05	0.00062136098590299
chr19	36097117	36097517	401	*	2.53946042719461	3.62989910999281	1.33956264692174	1.93380576483854	2.48100257440257e-05	0.00064760185796535
chr11	16897371	16897771	401	*	3.64949350354328	4.53041435702349	2.86168882763926	1.34750391643843	2.50614174546479e-05	0.000650875487469606
chr18	72972959	72973359	401	*	2.74496584298388	3.81651260777221	1.59025844681342	1.78485078260687	2.53010143363183e-05	0.000655120381906168
chr17	33334700	33335100	401	*	2.8109345525527	3.81249425081561	1.80781008832241	1.66586568652984	2.5951023898259e-05	0.000666707906917872
chr10	17423418	17423818	401	*	2.08368634388353	3.28233367244942	0.57888276056425	2.18662310358429	2.6678896619902e-05	0.000674565104091726
chr3	16658110	16658510	401	*	3.05623145485558	3.94604653187806	2.2541740716746	1.43776036735755	2.79461653494484e-05	0.00069930404455829
chr21	14630628	14631028	401	*	2.00575894142485	3.32813039614079	0.00354009621838849	2.42067885531438	2.88044725146519e-05	0.000711964875744052
chr9	26820977	26821377	401	*	2.65915921222543	3.67133160909902	1.6345019119731	1.7072703241624	2.93564904933625e-05	0.000721524452983713
chr7	81721529	81721929	401	*	1.8504542874297	3.121433555931	0.0812643575435415	2.40219092794234	3.01443434910884e-05	0.000733461865245477
chr5	55110162	55110562	401	*	1.78411328100747	3.12392183920553	0	2.42565041048432	3.0855633538472e-05	0.000748881199222451
chr4	181158862	181159262	401	*	2.99780194710107	3.91458386076328	2.15108920668568	1.48811187972919	3.12519649896872e-05	0.000752845843184405
chr10	11373688	11374088	401	*	2.88650285641693	3.88376219942003	1.8919686005868	1.65558408074768	3.14366465818267e-05	0.000755415596770248
chr2	186664507	186664907	401	*	2.57820537851688	3.59274779567927	1.54867325131395	1.75572524959292	3.30722132807473e-05	0.000781208208544136
chr10	78357549	78357949	401	*	3.13986046116744	4.03715990068854	2.32563037403553	1.42859770913552	3.31065771525836e-05	0.000781208208544136
chr5	134436437	134436837	401	*	4.61986534211691	5.25384606732959	4.15408537782321	0.953216071413828	3.35380898004727e-05	0.000788307916572277
chr4	31127139	31127539	401	*	2.93623142068942	3.8802498451367	2.04207108377356	1.58658655875001	3.37529298578852e-05	0.000789366902440284
chr13	29884977	29885377	401	*	3.33962997557004	4.20445561702811	2.577047385178	1.35550237086092	3.38276811764475e-05	0.000789366902440284
chr7	11429084	11429484	401	*	2.50260971014307	3.59147726334118	1.30654748383324	1.77789934198419	3.52818783680884e-05	0.000815440835600401
chr22	44592787	44593187	401	*	3.05534712741112	3.97656968548513	2.2010645204034	1.42773209729061	3.84922303130225e-05	0.000872971331033513
chr4	19541064	19541464	401	*	2.80720382398652	3.81437382226541	1.79275603197721	1.6029556283875	4.07793964162808e-05	0.000909925518191851
chr11	32073109	32073509	401	*	3.71801601184632	4.50973900071777	3.06154810956983	1.25199961908832	4.22468913284934e-05	0.000934061405536826
chr15	37221120	37221520	401	*	3.12437961899546	4.00798774042954	2.33229274919397	1.42630514743214	4.55018873733662e-05	0.000990379115743879
chr2	206452647	206453047	401	*	3.03235127011055	3.91388276837647	2.24357533937799	1.52456304092534	4.8135713372283e-05	0.00103358369910685
chr4	180407250	180407650	401	*	3.49851737013847	4.32848633280163	2.78817820745088	1.23755360664768	4.97477559789688e-05	0.00106348182980206
chr7	120404019	120404419	401	*	2.35604549536496	3.46722661887324	1.10412142832752	1.8528310474575	5.16883604881736e-05	0.00108579193702272
chr9	113622947	113623347	401	*	3.00222653891198	3.9745369937844	2.05606055356858	1.53067538939162	5.21837630562605e-05	0.00108911112378626
chr18	65955795	65956195	401	*	2.35948210997151	3.46586465403038	1.11982898516111	1.79509452550603	5.25390916093057e-05	0.00109416895299896
chr6	98380567	98380967	401	*	2.38318894390361	3.51079332139161	1.08813839187083	1.89500714491095	5.39224134155173e-05	0.0011158126238745
chr6	137728998	137729398	401	*	2.8760880084153	3.84844030364511	1.92984293653736	1.52214456276212	5.52982626496092e-05	0.00112976450527176
chr7	154204790	154205190	401	*	2.12562984640313	3.27915308629231	0.758707644593327	1.95167728669675	5.73073372405593e-05	0.00115377183750016
chr4	38343563	38343963	401	*	2.26980007468236	3.37588452691752	1.03090445972739	1.7888613833759	6.04138536805153e-05	0.00119397501845329
chr10	548405	548805	401	*	3.14647284353864	4.06556554223859	2.29582882494742	1.42923001317516	6.20187748734167e-05	0.00121700009845972
chr3	84209550	84209950	401	*	2.09815840287286	3.22881928443255	0.794881931383887	1.98439464524891	6.53438255843112e-05	0.00126557921391694
chr18	71902413	71902813	401	*	1.68605168888744	2.94635482226978	0	2.13796072385516	6.78210998897786e-05	0.00130572471437896
chr5	162382909	162383309	401	*	2.55205782875246	3.54936627505434	1.55742591839525	1.62934817879516	6.8335326038135e-05	0.00131200878808876
chr5	1229846	1230246	401	*	3.93730544260858	4.65105931372191	3.38084208194533	1.03814127649767	7.01845504598432e-05	0.00133792753278174
chr11	131811368	131811768	401	*	2.82775737385978	3.74291912524184	1.98379085808694	1.45365493342407	7.11615142453644e-05	0.00134957201073854
chr3	22431316	22431716	401	*	1.8538245745962	3.06649624272953	0.302378001803312	2.08129692773872	7.20720958666562e-05	0.00136032804039432
chr11	99366505	99366905	401	*	2.85467133984566	3.78013658769291	1.99309705649996	1.48408133151974	7.43297020120527e-05	0.00138959234417899
chr3	21390964	21391364	401	*	2.96665429017649	3.91358514183269	2.06727244288967	1.46614449567852	7.55783478640112e-05	0.00141021333471115
chr13	37293251	37293651	401	*	1.7547884854458	3.00422313493909	0.0709750611646536	2.1460106311161	8.04770377144697e-05	0.00146919185060228
chr3	157753380	157753780	401	*	3.22502301949601	4.03751423304605	2.53972944615543	1.27738010310016	8.08484152546207e-05	0.00147079727583176
chr13	92951478	92951878	401	*	2.4650242572107	3.46440484216359	1.46626229004563	1.66749495149005	8.28997045836016e-05	0.00150040129619243
chr14	62170246	62170646	401	*	2.58790891250635	3.55285960448384	1.65555202681634	1.6021407051987	8.5331943875748e-05	0.00153597498976346
chr4	88277617	88278017	401	*	2.47606290520476	3.46536213106578	1.49722924747866	1.55307184988845	8.6080200448697e-05	0.00154515896188396
chr4	150142088	150142488	401	*	2.77535894540071	3.77865524948137	1.76874365641074	1.54549213077077	8.61612804024512e-05	0.00154515896188396
chr14	57089966	57090366	401	*	3.3123081653201	4.12205602920821	2.6308794595502	1.25622786696759	8.85166142325653e-05	0.00157786412645755
chr21	30391638	30392038	401	*	2.36241109349577	3.42079862099062	1.23802991858253	1.6565772264491	8.89242668006714e-05	0.0015786158932977
chr1	37073831	37074231	401	*	2.37240443497432	3.42471638544868	1.26172131330135	1.70999649678903	8.90049853098455e-05	0.0015786158932977
chr2	170313688	170314088	401	*	3.41347904735472	4.25363770656962	2.68819154993417	1.29734403832237	9.29939065778048e-05	0.00164035153242161
chr7	2934960	2935360	401	*	2.90017923582947	3.84904449026348	1.99731298895831	1.50920456189823	9.38100149382737e-05	0.00165173851756771
chr2	216406900	216407300	401	*	2.47056808774918	3.46956587259447	1.47257043180946	1.55688391849007	9.49733343725237e-05	0.00166616262692667
chr9	81823806	81824206	401	*	4.42472713273324	5.092585991942	3.92173816286977	0.954966455621236	9.55291923795409e-05	0.00167288372333359
chr5	150458992	150459392	401	*	4.95547049875848	5.51046404853873	4.56979205636371	0.839024480832624	9.64346298968157e-05	0.00168265397463201
chr4	8263965	8264365	401	*	2.91188388774308	3.81504923953248	2.08799633248461	1.40541565837299	9.73112432971267e-05	0.0016898808699445
chr4	96585274	96585674	401	*	1.83318768280843	3.0060652055677	0.409256190952331	2.10290903600038	9.77213225081495e-05	0.0016898808699445
chr11	16290529	16290929	401	*	2.31341546940186	3.42178527613405	1.06869811304974	1.83815436900822	9.9874912727437e-05	0.00171791945799733
chr14	76112794	76113194	401	*	3.68325604232482	4.42179770839037	3.09632102738692	1.08090505271979	0.000100672732371665	0.00172857223455179
chr10	55330377	55330777	401	*	2.0622120841778	3.22941132154425	0.65532111305284	1.8846365428643	0.000105983056832328	0.00180059635502502
chr11	127036094	127036494	401	*	2.56205678620387	3.55162161328065	1.58270338948541	1.59634175852777	0.000110500766206166	0.00185779413184117
chr9	78972310	78972710	401	*	2.63517080449878	3.59106087442301	1.7195398968646	1.51731367175148	0.000111096789391803	0.00186326235254003
chr4	132502123	132502523	401	*	1.52676698525161	2.81469263382176	0	2.23187636187394	0.000114517357206699	0.00189894877943437
chr19	11422062	11422462	401	*	3.81427385384901	4.63251023992533	3.12082868524176	1.24253819453726	0.000114920907280578	0.00189896875415464
chr7	130273191	130273591	401	*	5.1413952133508	5.69854400641358	4.75364532802439	0.830961950255505	0.00011510684207856	0.00189896875415464
chr2	85246263	85246663	401	*	3.9750286714583	4.67055403547351	3.44024666294664	1.03883489089389	0.000116598480733621	0.00191704530971881
chr1	192851935	192852335	401	*	2.32309230334949	3.33078565898151	1.30758140989695	1.67640899606289	0.00011816680489171	0.00193953786198529
chr11	16999074	16999474	401	*	3.3741833246879	4.17701685919226	2.70241765069115	1.19976009454265	0.000122467124818108	0.00199658524703461
chr21	41055449	41055849	401	*	2.45709654094428	3.55501881055568	1.23872975320264	1.73659466879688	0.000123073460725277	0.00200129518460108
chr17	70105118	70105518	401	*	2.27696243944093	3.32928853054517	1.16624765331051	1.63030948959028	0.000127413255063018	0.00205988307517574
chr5	4662895	4663295	401	*	3.30074385656926	4.14983443234376	2.56213620247214	1.33382699308178	0.000130507342668519	0.0020993905421959
chr10	101322613	101323013	401	*	4.28097741636421	4.9609896302982	3.76418354764544	1.00078813231632	0.000130804545512503	0.00210068195479781
chr8	101949785	101950185	401	*	2.99875959673191	3.91386508975579	2.1548882914127	1.33990262660095	0.000132945277862452	0.00211792767860196
chr1	104156769	104157169	401	*	4.26334133096842	4.91515361459963	3.77820530208019	0.99421478246548	0.000140297710879525	0.00218783096965752
chr11	28547380	28547780	401	*	2.86995724927734	3.7791567430908	2.03602585651319	1.33669863814916	0.000143943122771843	0.00223388653993995
chr15	94707254	94707654	401	*	1.52683065424622	2.81465475987026	0	2.09961365342665	0.000146491697634836	0.00226617507970567
chr3	96449418	96449818	401	*	2.91340459565839	3.78056000844698	2.14721559265716	1.38157188981851	0.000147071581381672	0.00226642928986185
chr6	41677434	41677834	401	*	4.12162322385373	4.78060848286225	3.62855857123646	1.03423862141951	0.000147293413727006	0.00226642928986185
chr2	194346159	194346559	401	*	2.11796131525335	3.28339231152667	0.716322443911948	1.87566176918663	0.000150325458379273	0.0023033698421453
chr12	82866321	82866721	401	*	2.76352657794122	3.70742826338076	1.86957492253292	1.40372796145823	0.000154050455026622	0.00232431458206523
chr4	18397722	18398122	401	*	2.73552005407977	3.66936070923951	1.85937842469166	1.37775876288797	0.000154130986388901	0.00232431458206523
chr7	141389328	141389728	401	*	2.49476709303835	3.46684507532175	1.54904040607151	1.47334813241236	0.000155463064507024	0.00233411521966825
chr17	6257206	6257606	401	*	3.22692203441022	4.06431836423864	2.50571267619671	1.29400155008787	0.000170044377035347	0.00251723172775288
chr7	112596219	112596619	401	*	1.84994569226512	3.06576976674176	0.287739727899996	1.99629607389386	0.000171258838721771	0.00252815639356955
chr8	27049248	27049648	401	*	3.23585285844125	4.0945201812847	2.48273218915799	1.27610277725597	0.000171925081234698	0.0025302773353751
chr7	96592242	96592642	401	*	1.90293903757585	3.06715876796553	0.504883215712422	1.82045087085575	0.000174686773087565	0.00255153350012064
chr4	80307137	80307537	401	*	2.51666356364992	3.50733710946505	1.53513752228221	1.49061383110068	0.000176089343387547	0.00256428451333084
chr18	109294	109694	401	*	6.75364784418474	7.25909395775551	6.41397205708778	0.747136628380599	0.000177046030695547	0.00257434498687039
chr7	36522412	36522812	401	*	2.35371809067485	3.37336248458726	1.31360815920606	1.56499542184049	0.000178445161460589	0.00258692057422806
chrX	22690116	22690516	401	*	3.12330881804116	4.0076095141775	2.33011496272349	1.26012551478504	0.000201766677592544	0.00281137914504489
chr1	37391651	37392432	782	*	4.03027641551422	4.70705423671298	3.51718077575912	0.98216305404212	0.000203570395807746	0.00282385883699728
chr2	31008523	31008923	401	*	4.0472635120724	4.726231146291	3.53166596739297	0.992665649988456	0.000203771611083212	0.00282385883699728
