seqnames	start	end	width	strand	Conc	Conc_sp	Conc_control	Fold	p.value	FDR
chr5	143652064	143652464	401	*	2.36459396416284	3.83495283573534	0	3.7747916048631	1.80249653856875e-07	1.27629485516294e-05
chr13	92951478	92951878	401	*	2.90572305256325	4.08369811804877	1.46626229004563	2.4404117024278	1.80558028869602e-07	1.27629485516294e-05
chr18	3791213	3791613	401	*	2.76435182381362	3.96515858765973	1.25249292271891	2.42747089802924	1.91739895159443e-07	1.32629224623146e-05
chr18	71902413	71902813	401	*	2.30996419211505	3.69274716227227	0	3.12690976870371	2.05753251767147e-07	1.39971103221359e-05
chr6	107713116	107713516	401	*	4.05255910332045	4.93278276273151	3.26586204150212	1.48191475418059	2.06690084269459e-07	1.39971103221359e-05
chr2	206452647	206453047	401	*	3.33119523157824	4.37308719629905	2.24357533937799	2.10925969801864	2.17266648242291e-07	1.451041532123e-05
chr7	95264208	95264608	401	*	2.63909336741495	3.90174611404898	0.903653401184237	2.65941780502058	2.25708109047975e-07	1.48690974695278e-05
chr2	35185946	35186346	401	*	2.44577978195775	3.77761698930795	0.395186852531463	2.90344935133958	2.28759801472514e-07	1.49348535416191e-05
chr10	78357549	78357949	401	*	3.39448332218282	4.42771550101801	2.32563037403553	1.89967230268726	2.47236402630843e-07	1.57515613360334e-05
chr20	11687234	11687634	401	*	4.64174623042268	5.41651986878145	4.00808625812466	1.27693201950272	2.51637805968508e-07	1.59271928954185e-05
chr4	97517927	97518327	401	*	2.51486427926481	3.77726715533653	0.780422043294136	2.75117150390974	2.7848138115716e-07	1.69610924221757e-05
chr6	165232245	165232645	401	*	4.03728699714729	4.89545243244676	3.28493295117548	1.48779457129362	2.82458471748921e-07	1.70957990026035e-05
chr13	73188094	73188494	401	*	2.25525947851886	3.6565655070571	0	3.4030194309797	2.85795252711804e-07	1.7190318181746e-05
chr3	26004774	26005174	401	*	2.33357374076248	3.69311810072561	0.129203574134404	3.09791362607042	2.89321359801446e-07	1.729242785946e-05
chr17	17380237	17380637	401	*	3.40741051263689	4.43469754453381	2.35123755187083	1.87208195037264	2.96358369102557e-07	1.73935420993282e-05
chr15	38690542	38690942	401	*	3.01583817612077	4.15783757472944	1.68147369220801	2.21926700041154	3.01328478945407e-07	1.74734430545349e-05
chr1	238113072	238113472	401	*	2.46387229332554	3.72813406834654	0.721986753871465	2.73358135050487	3.42297283848296e-07	1.8844326325439e-05
chr1	192851935	192852335	401	*	2.73638892297141	3.91087487642757	1.30758140989695	2.45916086897723	3.90016057607074e-07	2.08669364744028e-05
chr7	28355714	28356114	401	*	4.36963476235622	5.18769792345303	3.67643652654531	1.35797424001048	4.15030205687403e-07	2.18432201732435e-05
chr8	127995561	127995961	401	*	2.58299137239452	3.77661385746007	1.09443238512628	2.45113878030048	4.66096045586889e-07	2.40089048162948e-05
chr6	61842006	61842406	401	*	2.41886385974876	3.69186884417667	0.641312249648461	2.60366408680878	4.8483838879024e-07	2.47114471423404e-05
chr11	131811368	131811768	401	*	3.10110129250557	4.15636309251183	1.98379085808694	1.98283421435734	5.71300963502302e-07	2.83170375739444e-05
chr19	29702545	29702945	401	*	2.5993302733724	3.86922847562493	0.834578203424146	2.69954194641824	5.73124676217793e-07	2.83170375739444e-05
chr7	24851784	24852184	401	*	2.54842389151625	3.78946683029642	0.896217784543648	2.5386741306148	5.85596726581143e-07	2.86489697340305e-05
chr7	84666624	84667024	401	*	3.9816209256736	4.88069677705633	3.16447716240569	1.53978963249018	6.01194264964184e-07	2.92561068437847e-05
chr12	77273895	77274295	401	*	2.44071897109349	3.71717851731525	0.648767521059727	2.69993247138079	6.04619725288995e-07	2.92756870984931e-05
chr11	16999074	16999474	401	*	3.62882102952197	4.59056519152673	2.70241765069115	1.67285793508539	7.21536774504458e-07	3.39192336131125e-05
chr22	29979594	29979994	401	*	2.72780016882379	3.954208201509	1.12869434999186	2.40562745727962	7.46968485080481e-07	3.47377407381138e-05
chr1	67463686	67464086	401	*	2.68567543464986	3.88913117464432	1.16509983775347	2.36438035195186	8.06010798308839e-07	3.68179649567113e-05
chr3	39268027	39268427	401	*	2.74870521743135	3.88913117464432	1.4187097713806	2.20189490847924	8.33125650242667e-07	3.78778816758215e-05
chr8	61931662	61932062	401	*	2.85229259623631	3.99646814113407	1.51185572943099	2.23491422127277	8.44019169525227e-07	3.81938394284219e-05
chr8	25034075	25034475	401	*	2.39932339694782	3.69186884417667	0.537879068737094	2.69250345358441	8.85964051345698e-07	3.9905469177822e-05
chr3	76365345	76365745	401	*	2.70742401125372	3.87949937283665	1.28591613353148	2.32769829557314	9.62479096565972e-07	4.27552640878205e-05
chr8	82039186	82039586	401	*	2.05495922047592	3.5214001395043	0	3.71584993568733	1.05119904118611e-06	4.49263518905638e-05
chr18	58335231	58335631	401	*	2.89337897403343	4.0050185105143	1.64027502377079	2.1201863226517	1.05310634852932e-06	4.49263518905638e-05
chr1	156887822	156888222	401	*	2.62494794245317	3.82414977928684	1.11833696310882	2.36816480718636	1.08950798105039e-06	4.6073341871144e-05
chr10	2949885	2950285	401	*	3.45398963499728	4.41238441206556	2.53376485182357	1.71943176502368	1.18320626922254e-06	4.89665363724405e-05
chr20	59679535	59679935	401	*	2.41124575629994	3.65608991888243	0.744830851303886	2.48795299688987	1.32965565394414e-06	5.36516056366458e-05
chr3	150975968	150976368	401	*	2.7151424972109	3.85624187600716	1.38327933690797	2.15849841514259	1.45274939832259e-06	5.78947537998188e-05
chr21	14888199	14888599	401	*	3.01928095035899	4.08288680296626	1.88298301856083	1.89885944867159	1.50640369495233e-06	5.94067976066424e-05
chr14	79645995	79646395	401	*	2.30796780931583	3.5902167113876	0.491478096331529	2.79036063863852	1.64208492845161e-06	6.38632548077326e-05
chr7	130352392	130352792	401	*	5.02061664587039	5.6763120874533	4.5311986871515	1.05805510771784	1.69812972723346e-06	6.49346366453795e-05
chr17	70105118	70105518	401	*	2.61914943156058	3.80147819628113	1.16624765331051	2.23580017613452	1.88890167819592e-06	7.00847657151312e-05
chr6	117505228	117505628	401	*	3.54008155650319	4.52319552204433	2.57327201903252	1.71653672950959	1.94972884051209e-06	7.17552058650226e-05
chr2	43811002	43811402	401	*	2.47191164037209	3.68016560405924	0.935370308794359	2.32893255711779	1.95615183275154e-06	7.17552058650226e-05
chr8	90455287	90455687	401	*	2.3507816934552	3.59031628573119	0.704164885178712	2.5353664788939	2.00539999590094e-06	7.30086224071605e-05
chr1	81023330	81023730	401	*	1.93469608160859	3.39146279005943	0	3.57361309044638	2.02489330062466e-06	7.34421974653527e-05
chr11	106191779	106192179	401	*	1.87174895292816	3.30996600621565	0	3.54733052243771	2.22225334255022e-06	7.94107061596176e-05
chr13	74575690	74576090	401	*	4.77123401352823	5.47861938450501	4.22241378799672	1.12553813948906	2.34903152284071e-06	8.24203669101066e-05
chr3	182403956	182404356	401	*	2.52207262711583	3.75539262735554	0.898198315259314	2.52590205596484	2.45582661729271e-06	8.58564078045583e-05
chr7	112435171	112435571	401	*	4.01991367500237	4.82888918624614	3.33956988236701	1.33124472555607	2.46592322056029e-06	8.5899282258654e-05
chr1	170145833	170146233	401	*	3.18643140065662	4.18306615303511	2.19313843760932	1.84712160891349	2.59066584130116e-06	8.99211756529048e-05
chr11	107259811	107260211	401	*	2.48471211649889	3.67890507627983	0.994320877664157	2.3307896416201	2.61344992052919e-06	9.00663666562444e-05
chr6	111566885	111567285	401	*	4.11049068316322	4.93815467736912	3.40349703873934	1.29201775354502	2.70846929590723e-06	9.25830777535727e-05
chr10	91032744	91033144	401	*	2.43907808604964	3.65509379483747	0.876214703918059	2.37624836413388	2.74133287724186e-06	9.2821914626609e-05
chr2	167862738	167863138	401	*	2.62962404985837	3.76558083303553	1.31194096080055	2.11939458463199	2.94069122066903e-06	9.71122016128919e-05
chr11	117000487	117000887	401	*	2.86938967896035	3.96370391742037	1.65996876228625	1.96445719265258	3.03350475824607e-06	9.85787250968287e-05
chr5	96789788	96790188	401	*	2.30075746493057	3.57650306221646	0.511796648682283	2.53273350706511	3.10622291516753e-06	0.000100268875701608
chr4	31127139	31127539	401	*	3.08191167981412	4.10142685197203	2.04207108377356	1.87533959492296	3.35669871688619e-06	0.000106577935653527
chr20	60274620	60275020	401	*	2.66022505504845	3.79988889278523	1.33233936249432	2.14175223914989	3.46760379691719e-06	0.000108674029674259
chr4	169049000	169049400	401	*	3.98009581779167	4.81750751701468	3.25886382254281	1.33994393992446	3.54613863381045e-06	0.000110776795257485
chr6	69327312	69327712	401	*	2.1357274542518	3.41815492034289	0.318472639403151	2.92729093721764	4.14020626345408e-06	0.000124514774705867
chr4	152269597	152269997	401	*	2.58664579848715	3.69080425994076	1.35263118365749	2.07044117571061	4.26189726087134e-06	0.000127776651976913
chr14	62170246	62170646	401	*	2.80094329317781	3.86848967843614	1.65555202681634	2.00494641372515	4.99413059264084e-06	0.000144367643758609
chr4	18397722	18398122	401	*	2.94321517156697	3.98337466375987	1.85937842469166	1.79831931905028	5.11102807408488e-06	0.00014687001741673
chr4	180407250	180407650	401	*	3.61127483218747	4.51396214357328	2.78817820745088	1.45394089563487	5.30283839539869e-06	0.000150154055617079
chr7	36522412	36522812	401	*	2.63013470994739	3.76566901084518	1.31360815920606	2.09148922782927	5.5055061698078e-06	0.00015498640043145
chr12	84599454	84599854	401	*	3.11905025419712	4.11197534775949	2.13309682514827	1.7539701494356	5.76118092806578e-06	0.000159860389992519
chr17	6257206	6257606	401	*	3.42993203749841	4.39049478132963	2.50571267619671	1.68379263845415	6.01607953703571e-06	0.00016365088268723
chr6	47944813	47945213	401	*	2.27290059867783	3.52108677722925	0.593845342981127	2.44943417920882	6.24988890773569e-06	0.000168644318980664
chr14	76112794	76113194	401	*	3.79406534651527	4.61530954972209	3.09632102738692	1.31789042926934	6.29216196676796e-06	0.000168644318980664
chr5	162382909	162383309	401	*	2.73214105296358	3.81215571466424	1.55742591839525	1.97352207725498	6.3041350135275e-06	0.000168644318980664
chr1	99552180	99552580	401	*	1.9958479608454	3.37357715722073	0	2.90635357265985	6.3569911019803e-06	0.000169589812208202
chr17	66920827	66921227	401	*	4.4884196097574	5.17815449506719	3.96040083298058	1.12845804695922	6.46030835534223e-06	0.000171228317276586
chr3	98971178	98971578	401	*	2.28299749041375	3.50832770563427	0.687705343110181	2.52640776397848	6.81317532567852e-06	0.00017832105365911
chr9	107275026	107275426	401	*	2.19124814659151	3.40433450487115	0.638392120249327	2.35558775429653	7.26398198488624e-06	0.00018702770662289
chr1	212529356	212529756	401	*	1.79742932796877	3.24537761207068	0	3.38890777390691	7.61490342613941e-06	0.000194659603829363
chr5	145470404	145470804	401	*	2.51956048952406	3.64188985604034	1.23855667568418	2.05399981203688	7.74302364494171e-06	0.00019593005675417
chr9	81823806	81824206	401	*	4.51884584448818	5.26545450137113	3.92173816286977	1.13975785300509	7.78651451916601e-06	0.000196366163030218
chr9	22773875	22774275	401	*	2.54859008821706	3.64107614540272	1.34367245740614	2.05427395779249	8.36019891356058e-06	0.000207792596643508
chr2	227006323	227006723	401	*	3.60686546063365	4.49971247474044	2.79989685072121	1.4508833575408	8.48066368426993e-06	0.000209507007955281
chr5	59744512	59744912	401	*	3.49356594744432	4.36571440744507	2.71959759164074	1.42734955024362	8.79193187826371e-06	0.000215547008377483
chr7	96592242	96592642	401	*	2.20966766437114	3.46454335663409	0.504883215712422	2.40017439804416	9.255241486947e-06	0.000224069396398987
chr17	10394309	10394709	401	*	2.91285973554892	3.91095460660177	1.91666246264671	1.84715066908168	9.48864725249393e-06	0.000228010074424693
chr17	57823381	57823781	401	*	3.17026630921328	4.13865623826032	2.23148160669083	1.68034376859118	1.00395677870511e-05	0.000235978578761657
chr18	33264515	33264915	401	*	2.9498002113499	3.97454208953205	1.89900592335864	1.73341615507854	1.01997127487592e-05	0.000238873845766262
chr8	133849284	133849684	401	*	2.63724617782131	3.72885788107503	1.43447533883523	1.97212463269784	1.1255485683093e-05	0.000257423096289381
chr20	15146944	15147344	401	*	1.43142289681175	2.87754774839845	0	3.4332765926834	1.12708997136202e-05	0.000257423096289381
chr10	42926921	42927321	401	*	2.7433995450385	3.81215571466424	1.59519997990355	1.89178748723649	1.16706200477452e-05	0.000264679823284227
chr13	67763952	67764352	401	*	2.13059986629587	3.43538876017305	0.213368529320974	2.59808336462231	1.23580400073807e-05	0.000277594415286416
chr17	33334700	33335100	401	*	2.89329589392773	3.93421137875187	1.80781008832241	1.79032979559605	1.23833939904721e-05	0.000277594415286416
chr8	67503899	67504299	401	*	2.14936063448558	3.35844800134916	0.610022658908106	2.3884095663712	1.3138357029109e-05	0.000288507595169823
chr2	145845571	145845971	401	*	1.79451456258198	3.17531197637302	0	3.06114981531627	1.46682204143627e-05	0.000314960191779796
chr13	107205642	107206042	401	*	2.76474704402687	3.8123264629836	1.66460512637122	1.81628691403133	1.57119243089829e-05	0.000330052657284578
chr8	11726877	11727277	401	*	2.39762684356597	3.54878087170581	1.03747991523652	2.11266485907366	1.6133899944494e-05	0.00033745288782393
chr4	96585274	96585674	401	*	2.06834189245243	3.31123122820593	0.409256190952331	2.57714575752824	1.6580266140245e-05	0.000345297413552973
chr3	61948706	61949106	401	*	3.15912785097826	4.10236746036922	2.26635882641018	1.5768580552639	1.79433167898307e-05	0.000362006416234834
chr21	30391638	30392038	401	*	2.51070220491539	3.62986922264132	1.23802991858253	1.9248385599025	1.82654828017711e-05	0.000364707083406911
chr2	142885537	142885937	401	*	2.36650823718571	3.50722410877417	1.03570912569186	1.99736453008947	1.89997224883939e-05	0.000371564743720901
chr11	120124260	120124660	401	*	2.66556976474429	3.80272203452104	1.34460717755288	2.04000700169627	1.90091681135794e-05	0.000371564743720901
chr14	104169474	104169874	401	*	3.36114951555353	4.22634197045786	2.59800009301717	1.40978729221905	1.9528408328277e-05	0.000378984180863797
chr1	208224165	208224565	401	*	3.16901526532344	4.09262486532538	2.31063735608822	1.50024418330622	1.96116197227632e-05	0.000379216801134304
chr4	23889876	23890276	401	*	3.99922384336122	4.78337988809419	3.3530161395178	1.18002826306789	1.97292419797243e-05	0.000379836937041054
chr3	165820637	165821037	401	*	2.03341369708712	3.31207673326602	0.23218343493426	2.45704022415842	1.98100287684019e-05	0.000380635552764293
chr11	58689055	58689455	401	*	2.2806862712488	3.45050421876839	0.865969886083321	2.20958243289886	1.99349641117352e-05	0.00038227760882781
chr4	161656609	161657009	401	*	2.78568924823891	3.81134718534859	1.73296245453904	1.75500901435865	2.00525982630503e-05	0.000383016492267019
chr4	38343563	38343963	401	*	2.38650345166966	3.53605868476311	1.03090445972739	2.00684587330034	2.02000746705968e-05	0.000385073864389881
chr3	22431316	22431716	401	*	2.02117838787265	3.27963552765624	0.302378001803312	2.39861377307682	2.44693425491415e-05	0.000442091629190086
chr22	44592787	44593187	401	*	3.11151711881052	4.06456900314405	2.2010645204034	1.50403195745703	2.50024573450664e-05	0.000449209270741415
chr3	29705867	29706267	401	*	2.56406171391959	3.5894729516656	1.51185572943099	1.79891200599041	2.61776019146065e-05	0.000467719367049906
chr7	113880415	113880815	401	*	2.77349917980985	3.8123264629836	1.69256172515656	1.74170263832181	2.63010099931849e-05	0.000469058896453043
chr14	47269882	47270282	401	*	3.30400871136519	4.2280026894633	2.44496962519161	1.48431180509859	2.68544035000174e-05	0.000476296782956352
chr7	113895885	113896285	401	*	2.08833767272615	3.31159364819455	0.500348655464809	2.40089034670431	2.8875962061798e-05	0.000505668746123783
chr2	205484628	205485028	401	*	3.5657180596231	4.412553363205	2.83049311814993	1.35221176539949	2.89478712003656e-05	0.000506012968780399
chr4	53558297	53558697	401	*	3.00698462436917	3.92235303030194	2.16266828499222	1.57887266253769	2.92676467908496e-05	0.000508847202015417
chr4	132502123	132502523	401	*	1.71564060158952	3.04348183094141	0	2.72989202253263	2.95213424683873e-05	0.000512338137032013
chr7	148022796	148023196	401	*	2.20226061959415	3.4346125395721	0.581888255442088	2.28849973961717	3.13606121904577e-05	0.000531867195188078
chr5	4927117	4927517	401	*	2.23592791435237	3.40456102899506	0.824759148884106	2.06782809784431	3.74340039404517e-05	0.00061546841113639
chr8	94366582	94366982	401	*	2.40546115616038	3.50638006936686	1.17960482225892	1.93946827099201	3.85453922503527e-05	0.000631199894989404
chr16	25751232	25751632	401	*	2.71411529516197	3.69140475445135	1.75849120965642	1.67180008929115	3.89247032181832e-05	0.000633524077251909
chr3	59717864	59718264	401	*	2.70524922441318	3.75419617009813	1.60207273864564	1.72441972266395	3.96995993741039e-05	0.000639685391578739
chr5	61496593	61496993	401	*	3.87849428355284	4.71230700872285	3.1625468623453	1.29627178156205	4.03243759120733e-05	0.00064545662203722
chr5	103307359	103307759	401	*	2.64311600066036	3.61540740719889	1.69698601823217	1.66949068435689	4.47291007260959e-05	0.000702036647376844
chr3	106438871	106439271	401	*	2.18686242018463	3.31069139088503	0.901884442288262	2.1313594710677	5.04009028890274e-05	0.000764610916871503
chr6	129008066	129008466	401	*	2.61436143058063	3.61550525803851	1.61207105144542	1.67085257996042	5.04177509334682e-05	0.000764610916871503
chr14	94451458	94451858	401	*	2.08886423915311	3.31183521095036	0.501874982778994	2.2595509110039	5.07670970329299e-05	0.00076697124441013
chr11	124725264	124725664	401	*	3.45481482667175	4.30214101803641	2.71885472099365	1.343040440362	5.33807002851367e-05	0.000798977900403808
chr1	224733244	224733644	401	*	4.25813124847747	4.95911810069013	3.71691598648979	1.06247497695117	5.35894943919067e-05	0.000800865221745717
chr2	4628958	4629358	401	*	2.90289723699127	3.87994480160919	1.94773484668613	1.54034301933971	5.37400372292063e-05	0.000801877535481716
chr8	102012347	102012747	401	*	1.8357337142503	3.10208814699364	0.0854110781696831	2.3807806814023	5.40189739568898e-05	0.000804799605843879
chr11	28547380	28547780	401	*	2.95473458019369	3.91230412192603	2.03602585651319	1.48258128098888	5.51718435761918e-05	0.000818199285132988
chr1	22320469	22320869	401	*	2.41195086626923	3.44913587489868	1.33457583115407	1.73373563666189	5.60261627470325e-05	0.000828331847392768
chr10	31650046	31650446	401	*	1.84808425339559	3.17696615127988	0	2.55825755017046	5.78638866757667e-05	0.00085030937567242
chr5	150458992	150459392	401	*	4.9779133846024	5.55592639890639	4.56979205636371	0.892077247180032	6.2127186162652e-05	0.000898530466472342
