seqnames	start	end	width	strand	Conc	Conc_sp	Conc_control	Fold	p.value	FDR
chr21	24658789	24659189	401	*	3.22069896463983	4.52874802937598	1.28815929132936	2.97358974854511	3.40077936425536e-11	1.37221447347704e-08
chr4	26230708	26231108	401	*	3.13532988827036	4.45642323321469	1.13949640846739	3.00550968649137	4.60444947705499e-11	1.78357954943202e-08
chr8	4107012	4107412	401	*	4.72770402176835	1.78994093738214	5.24849815668539	-3.24918677374237	5.92901168975443e-11	2.20832881552238e-08
chr5	4995279	4995679	401	*	2.92219078290261	4.31865057894798	0.477818782292238	3.60148949930635	1.12944047765893e-10	4.05092651320337e-08
chr12	117019933	117020333	401	*	2.90911646926538	4.33565462399994	0.228691182650486	3.61287778976257	1.60750735945368e-10	5.48399921720258e-08
chr8	10335772	10336172	401	*	4.65622908072031	1.69121907675209	5.17825031187478	-3.19651200765162	1.64225503199995e-10	5.48399921720258e-08
chr12	26298820	26299220	401	*	2.96783511822061	4.29366197509585	0.948181683511422	3.11615631116156	2.15550731272252e-10	6.95797760546829e-08
chr2	85246263	85246663	401	*	4.41966736662104	5.4092665788693	3.44024666294664	1.86173279661168	2.4080422028804e-10	7.5224131266754e-08
chr1	176609874	176610274	401	*	2.92744647894424	4.30241256641379	0.628354381654306	3.32900040130172	3.16736132133358e-10	9.58522719868575e-08
chr2	216406900	216407300	401	*	3.20231609587615	4.46353985940664	1.47257043180946	2.76625989229326	3.65330111768411e-10	1.07207781889857e-07
chr19	2664131	2664531	401	*	4.15998798106392	5.17075564864465	3.13820850881413	1.85468119918069	3.937436371694e-10	1.12147452422014e-07
chr9	8188776	8189176	401	*	4.17636679201766	5.2192833580276	3.08650268813873	1.93399455389498	5.00893881036861e-10	1.38590181256027e-07
chr11	21537863	21538263	401	*	2.88977562504252	4.21740410915119	0.860930851847717	3.0585019409345	6.54629143794214e-10	1.76095239680644e-07
chr4	28523686	28524086	401	*	4.6360758094132	0.643419932479896	5.1905079962515	-4.08718778424052	7.49325067203501e-10	1.96120647318884e-07
chr2	161237568	161237968	401	*	4.97431840853973	3.02370009134332	5.42917582465329	-2.20346337562944	8.46801027581045e-10	2.15800556607759e-07
chr11	16897371	16897771	401	*	4.10356250444704	5.21081761455579	2.86168882763926	2.13233088910812	8.90493707553684e-10	2.16679895780399e-07
chr12	65511614	65512014	401	*	4.5624957904986	0.833528953507596	5.11072673458422	-3.78718006107504	8.95001634780664e-10	2.16679895780399e-07
chr1	185528253	185528653	401	*	2.67528796751852	4.07205135697913	0.228739053048803	3.40544491982758	1.04650845982518e-09	2.38137162248409e-07
chr10	28317848	28318248	401	*	4.51920663402701	1.08133365150857	5.05909608941051	-3.5342640944474	1.04964369871048e-09	2.38137162248409e-07
chr11	12216212	12216612	401	*	4.88295683933236	0.298350950599919	5.44773643478226	-4.53519786330716	1.05740375636943e-09	2.38137162248409e-07
chr2	181680439	181680839	401	*	5.25971001060351	3.74290011954025	5.66599752681627	-1.81789965204658	1.47782707073255e-09	3.25256303476682e-07
chr6	17418511	17418911	401	*	4.46273983023946	1.22250093373848	4.99589167068016	-3.31286602310685	1.63524233908313e-09	3.5190415137069e-07
chr13	85137506	85137906	401	*	3.25984781298851	4.41213279540862	1.89647203290599	2.41364251341663	1.94759628277657e-09	4.10011356574093e-07
chr4	2297782	2298182	401	*	3.76340817223434	4.87349505208191	2.51429511093413	2.12044177597238	2.03344190963766e-09	4.18743606828909e-07
chr20	44038603	44039003	401	*	4.47594046746134	1.96596212046314	4.97390621784132	-2.84348217786748	2.07555691117179e-09	4.18743606828909e-07
chr16	1651382	1651782	401	*	4.67351067928575	2.29201396480626	5.16309975249393	-2.5975806678328	2.58096374195645e-09	5.10082711777679e-07
chr2	235051011	235051411	401	*	4.48510927787559	1.83386540890934	4.99141529133563	-2.88266671516349	2.82087219187072e-09	5.41434505868911e-07
chr18	66432705	66433105	401	*	2.8938938454609	4.19228422132087	1.00614514274621	2.90333295871092	2.85142087973094e-09	5.41434505868911e-07
chr5	153352582	153352982	401	*	3.72811969668066	4.78342343707334	2.61071471860766	2.07482256370468	2.95606750299456e-09	5.43918280937717e-07
chr8	48501657	48502057	401	*	4.42474809120048	1.42061366914654	4.94848953624702	-3.2586328195877	2.97683487089002e-09	5.43918280937717e-07
chr12	94941519	94941919	401	*	3.32206469099016	4.50793415465372	1.85810843360402	2.44485700605422	3.17027107139689e-09	5.68535278803842e-07
chr10	91883887	91884287	401	*	4.41432621172759	5.34712579026227	3.54000797622396	1.64850480727116	3.78319564673065e-09	6.66117575326175e-07
chr13	112861894	112862294	401	*	4.64054102481772	0.158074916307258	5.20382873910299	-4.3300741416896	4.05895043872166e-09	7.01908500867509e-07
chr7	55410664	55411064	401	*	4.65513559370634	0.158074916307258	5.21864309908618	-4.3236695093635	4.61514096433479e-09	7.84088159624878e-07
chr1	18108432	18108832	401	*	5.02844167267524	1.58981834527313	5.56835493417795	-3.57630200694561	5.19085563874617e-09	8.66351967789266e-07
chr12	57452118	57452518	401	*	4.83511128853415	2.87974380826037	5.29041609310279	-2.22891078244207	5.27826994006265e-09	8.66351967789266e-07
chr7	74478056	74478456	401	*	4.77990662446434	2.96496912307367	5.22127506869364	-2.1111449542275	5.79807448749077e-09	9.27107983526866e-07
chr8	27274364	27274764	401	*	4.89540041822696	3.3432137195819	5.3062880866759	-1.84258279335017	5.8398995244877e-09	9.27107983526866e-07
chr5	124908980	124909380	401	*	4.99862531151963	3.37403992997178	5.41854002211197	-1.89882864917356	6.07270984189639e-09	9.48518098531042e-07
chr15	54567394	54567794	401	*	2.71217232021432	4.03431797390564	0.711084033803336	3.06515329021019	6.28987908526172e-09	9.66844270820231e-07
chr5	63155279	63155679	401	*	2.97857781176944	4.24484211117016	1.2286198433999	2.74970117384394	6.89418613241668e-09	1.0431765391613e-06
chr13	101036560	101036960	401	*	4.30473575259415	1.08133365150857	4.83726821540042	-3.32510457877584	7.23431868479829e-09	1.07780218682441e-06
chr11	84812520	84812920	401	*	4.30671268021916	1.15699968500844	4.8364443285238	-3.31328071378184	8.7085977713799e-09	1.27778880027338e-06
chr19	45968215	45968615	401	*	4.43255171283019	0.746425318125692	4.97966091736257	-3.8541299122221	8.92345566496223e-09	1.28977230835066e-06
chr3	111712369	111712769	401	*	4.39157440575962	2.04166719980243	4.87897912992009	-2.54862469437785	9.73028687822941e-09	1.38570732542314e-06
chr2	120749807	120750207	401	*	3.14401022056915	4.31847026455668	1.71528142696865	2.43229139714836	1.10522860886658e-08	1.55116432583536e-06
chr4	140286525	140286925	401	*	4.2886842002134	1.00147837951772	4.82352474677694	-3.32033249649875	1.14015668260179e-08	1.57652658044369e-06
chr7	31603065	31603465	401	*	4.02332318419641	0	4.60828568491757	-5.30072869635611	1.15585901705392e-08	1.57652658044369e-06
chr4	98604227	98604627	401	*	3.53443971179432	4.68142503143749	2.18611070648915	2.28488832790919	1.31318727492201e-08	1.75699020408351e-06
chrX	555851	556251	401	*	4.45711511758369	2.3254339021074	4.92794255455879	-2.40544349219304	1.32683981060926e-08	1.75699020408351e-06
chr20	38659237	38659637	401	*	3.59033926031461	4.66763697573239	2.42208677210811	2.08329726096415	1.34259887548719e-08	1.75699020408351e-06
chr1	114352742	114353142	401	*	4.37450204758712	1.79063440320603	4.87693795891962	-2.86038004061489	1.68965308649963e-08	2.18168006528832e-06
chr17	48003297	48003697	401	*	4.62500034728157	2.53280850886494	5.092528110706	-2.26791257108742	1.77003598858724e-08	2.23252807344041e-06
chr12	4939331	4939731	401	*	4.39297860376587	5.29055019271941	3.57830275034771	1.58838829223613	1.77514107450342e-08	2.23252807344041e-06
chr6	140957102	140957502	401	*	4.40190646233962	2.157806183601	4.88161014308835	-2.53402641323881	1.8750987211785e-08	2.29610398469284e-06
chr9	82781989	82782389	401	*	4.20242533537275	1.53888887675202	4.70941706445123	-3.03988034675973	1.87556263937522e-08	2.29610398469284e-06
chr14	101068316	101068716	401	*	3.51321924141365	4.58252877935582	2.36373251939366	2.0244415397936	1.89682278785035e-08	2.29610398469284e-06
chr2	146203116	146203516	401	*	2.79229347638485	4.08334441974742	0.937481826721877	2.76951387721806	1.96314135571243e-08	2.34704455416286e-06
chr8	20736939	20737339	401	*	4.22432950203175	1.22940577652394	4.74767034481139	-3.22091599313745	2.03710317847025e-08	2.40576916832999e-06
chr9	110640797	110641197	401	*	3.04263192753468	4.19955636646074	1.66590764467849	2.40883159040144	2.08252095916615e-08	2.42977505645361e-06
chr6	27814753	27815153	401	*	5.00606576880242	3.59011713017095	5.3985133073844	-1.68422814209581	2.23818066956655e-08	2.58030257191458e-06
chr3	16658110	16658510	401	*	3.38691599140132	4.44897115424579	2.2541740716746	2.05897867205536	2.39311088254156e-08	2.72645715135676e-06
chr4	637852	638252	401	*	4.28202450149485	0.923575976350715	4.81932038565254	-3.45743787944072	2.83237256292303e-08	3.18938324411007e-06
chr16	72425563	72425963	401	*	4.20940476961886	1.08133365150857	4.73828521846862	-3.23514220440914	3.11938991380376e-08	3.47220366957191e-06
chr9	11702474	11702874	401	*	4.56554819536947	2.71717851731525	5.01037107053534	-2.08325629939787	4.06293411171508e-08	4.47107431111918e-06
chr1	184219396	184219796	401	*	2.76022576410467	4.00431117892482	1.09666122387427	2.60717063843389	4.12959038734187e-08	4.4933655405639e-06
chr3	18369743	18370143	401	*	4.17617614594103	1.3583310650422	4.69127182978677	-3.00954798838649	4.7042071226626e-08	5.06172686398496e-06
chr14	42316688	42317088	401	*	3.28710628981852	4.41258336638382	1.99774314419667	2.21743149129848	4.81410883342314e-08	5.12305823548019e-06
chr1	26723509	26723909	401	*	4.72050519172921	0	5.29324826240294	-4.59899776879041	4.94518924219246e-08	5.20534919797737e-06
chr17	10073116	10073516	401	*	2.91457462844862	4.06299599488087	1.56218932741828	2.53130186225369	5.21701225946539e-08	5.41997050047093e-06
chr18	13453643	13454043	401	*	4.3843115655135	2.35856492817873	4.84606116263977	-2.28529038476381	5.26137204684233e-08	5.41997050047093e-06
chr2	186664507	186664907	401	*	3.02265652928622	4.21170680264546	1.54867325131395	2.49378919145054	5.31698882222985e-08	5.41997050047093e-06
chr13	66037102	66037502	401	*	2.62380545879794	3.91095460660177	0.786135895345021	2.91938991667436	5.45535591351631e-08	5.50309027775958e-06
chr5	82986317	82986717	401	*	3.08293376407614	4.24452579734663	1.69261021766188	2.28748915335933	5.87674247719582e-08	5.86704888135715e-06
chr2	6653464	6653864	401	*	2.48746186939992	3.85735665984756	0.220322609622603	3.13307814771354	6.07813751975474e-08	6.0061922185005e-06
chr4	162163837	162164237	401	*	4.7312931763845	3.04456760853719	5.15856081046619	-1.94492566293057	6.21582444026608e-08	6.08020645247845e-06
chr7	141389328	141389728	401	*	3.00889908515338	4.1934602889382	1.54904040607151	2.35861831987769	6.371718172422e-08	6.11890576978288e-06
chr11	4697761	4698161	401	*	2.45801238125688	3.84622045047051	0.0714172103726465	3.14410869999714	6.39390624710671e-08	6.11890576978288e-06
chr2	44706740	44707140	401	*	3.07825970273888	4.27043457256813	1.59433651250553	2.37121326560173	6.44494411934999e-08	6.11890576978288e-06
chr7	3181463	3181863	401	*	4.61774300896276	0	5.18732588854154	-4.52029526904895	6.83670178900828e-08	6.42782719657827e-06
chr7	94424335	94424735	401	*	2.6635524622915	3.91154982917526	0.985215083256153	2.69813823375104	7.02002267123051e-08	6.53672111040349e-06
chr12	42893107	42893507	401	*	3.09033586229227	4.20915425676806	1.81857800837318	2.1939472466662	7.14203698587908e-08	6.58699868297648e-06
chr2	235917425	235917825	401	*	3.09774144150191	4.23465157610634	1.77744390942736	2.28641835150384	7.45828248095825e-08	6.81377429675468e-06
chr1	146409517	146409917	401	*	4.08981307347418	1.42106159962292	4.59709385276329	-2.90950793963468	7.61810321328367e-08	6.89473939415319e-06
chr9	9099629	9100029	401	*	4.22743659606505	0.156999685008438	4.78348736807673	-3.91964847055546	8.21982808116472e-08	7.30757621048656e-06
chr4	8144913	8145313	401	*	3.56290457979292	4.59675401004987	2.49272571798995	1.9184305537087	8.29361998504576e-08	7.30757621048656e-06
chr11	34161701	34162101	401	*	2.99291731874	4.20248211679415	1.45197405604231	2.42636626269072	8.30063386156053e-08	7.30757621048656e-06
chr2	99867690	99868090	401	*	4.23549835258366	0.155923651748941	4.79173349754345	-3.92612706648252	8.46378060488594e-08	7.38407670069508e-06
chr1	233251161	233251561	401	*	4.12203328101346	0.923575976350715	4.65363420451978	-3.30627375236075	9.00854490210081e-08	7.77617598370085e-06
chr2	143355932	143356332	401	*	3.78014245887655	4.83635845413721	2.66067882459186	1.95519750659716	9.0738112986183e-08	7.77617598370085e-06
chr14	29216368	29216768	401	*	4.29071023488419	5.17044040800764	3.50479632509032	1.60193041308767	9.23825198842237e-08	7.84765195227037e-06
chr5	93582750	93583150	401	*	4.3051109117702	2.22940577652394	4.77123182765217	-2.37995801569062	9.65306028669876e-08	8.03216067034867e-06
chr11	31811122	31811522	401	*	4.58121030415734	2.98367793026562	4.99781136493295	-1.81071668302518	9.67919107437191e-08	8.03216067034867e-06
chr10	96502832	96503232	401	*	4.37769838876799	2.41894004399649	4.83332164063163	-2.17784356909457	9.70428333778185e-08	8.03216067034867e-06
chr17	77445401	77445801	401	*	3.62756045156016	0	4.21252295228132	-4.90840256684484	1.05208468426025e-07	8.63422718845449e-06
chr9	23005261	23005661	401	*	4.25023806477519	2.0845796666508	4.7238273791213	-2.44304820924988	1.09327358661331e-07	8.89685833005319e-06
chr22	33180334	33180734	401	*	3.55064944137636	0	4.13561194209752	-4.88250176426277	1.12200730538883e-07	9.04626515618495e-06
chr12	9699587	9699987	401	*	2.79740247593394	4.01396397482581	1.23266459190508	2.51857698451983	1.13031607176619e-07	9.04626515618495e-06
chr7	31363059	31363459	401	*	3.56799144496055	0	4.1529539456817	-4.86412382949822	1.24462214437975e-07	9.87944331653567e-06
chr11	32073109	32073509	401	*	3.97427159613308	4.92857007607275	3.06154810956983	1.73200290189801	1.29033503326988e-07	1.0159028018037e-05
chr17	40091584	40091984	401	*	4.10001020301737	1.47624325794037	4.60476097723337	-2.74365239737256	1.34200743809527e-07	1.04601653722513e-05
chr2	196252932	196253332	401	*	3.56201546505345	0	4.14697796577461	-4.85591908289442	1.35018656705019e-07	1.04601653722513e-05
chr4	157713237	157713637	401	*	4.44964924326215	0	5.02724342790435	-4.82472897217254	1.38442764937946e-07	1.05701709390774e-05
chr15	70200664	70201064	401	*	4.02484368654381	1.48160731585282	4.52485155769694	-2.84171094586381	1.39140654116336e-07	1.05701709390774e-05
chr12	82996439	82996839	401	*	3.15599818669024	4.27898904798959	1.87324317615896	2.1601007034217	1.39713122697429e-07	1.05701709390774e-05
chr6	41560627	41561027	401	*	4.16933020713628	1.96243760124097	4.64617828437377	-2.398592243905	1.53350350285894e-07	1.15119751330899e-05
chrX	88883250	88883650	401	*	2.74592111419539	3.97549290244982	1.1355456884027	2.52879982057364	1.58664074402895e-07	1.16371715948062e-05
chr14	24071175	24071575	401	*	4.13875040120392	1.87990674220442	4.6195638599706	-2.49352363492312	1.58898674205397e-07	1.16371715948062e-05
chr9	108322734	108323134	401	*	2.36384984137518	3.77870680864752	0	3.51434491227504	1.58944843922353e-07	1.16371715948062e-05
chr2	205682173	205682573	401	*	4.64756065068767	3.06464067644117	5.06234263071096	-1.83967715426605	1.59824847388396e-07	1.16371715948062e-05
chr15	94707254	94707654	401	*	2.3750400471367	3.8025501456218	0	3.36297727628388	1.64793479353085e-07	1.19094033884722e-05
chr3	157753380	157753780	401	*	3.50358012084538	4.48516001465714	2.53972944615543	1.83447195028942	1.78342300482432e-07	1.27629485516294e-05
chr5	143652064	143652464	401	*	2.36459396416284	3.83495283573534	0	3.7747916048631	1.80249653856875e-07	1.27629485516294e-05
chr13	92951478	92951878	401	*	2.90572305256325	4.08369811804877	1.46626229004563	2.4404117024278	1.80558028869602e-07	1.27629485516294e-05
chr3	58234493	58234893	401	*	4.3653421252461	0	4.9425111941756	-4.75791905984058	1.86253141925892e-07	1.30701117855822e-05
chr9	127661292	127661692	401	*	4.07450811243423	0.746425318125692	4.61077277608892	-3.47120532053452	1.87873057715184e-07	1.30889402224018e-05
chr18	3791213	3791613	401	*	2.76435182381362	3.96515858765973	1.25249292271891	2.42747089802924	1.91739895159443e-07	1.32629224623146e-05
chr2	60214502	60214902	401	*	4.45810857937648	0	5.02588121990683	-4.35790094871306	1.93439842975858e-07	1.32856130452355e-05
chr18	71902413	71902813	401	*	2.30996419211505	3.69274716227227	0	3.12690976870371	2.05753251767147e-07	1.39971103221359e-05
chr6	107713116	107713516	401	*	4.05255910332045	4.93278276273151	3.26586204150212	1.48191475418059	2.06690084269459e-07	1.39971103221359e-05
chr9	81636270	81636670	401	*	4.16785766037845	1.8829883337402	4.65060064718266	-2.60175621808372	2.11522064462523e-07	1.42248588351046e-05
chr2	206452647	206453047	401	*	3.33119523157824	4.37308719629905	2.24357533937799	2.10925969801864	2.17266648242291e-07	1.451041532123e-05
chr7	31340577	31340977	401	*	4.34608972364187	0	4.9231340427388	-4.72933842203868	2.23076433790478e-07	1.47963848275821e-05
chr7	95264208	95264608	401	*	2.63909336741495	3.90174611404898	0.903653401184237	2.65941780502058	2.25708109047975e-07	1.48690974695278e-05
chr2	35185946	35186346	401	*	2.44577978195775	3.77761698930795	0.395186852531463	2.90344935133958	2.28759801472514e-07	1.49348535416191e-05
chr18	42363456	42363856	401	*	3.5090059750599	0	4.09396847578105	-4.76688198452844	2.29790704017064e-07	1.49348535416191e-05
chr1	207991063	207991463	401	*	4.02601299106423	1.69084764964691	4.51238070447101	-2.52612883348948	2.39315717265957e-07	1.54502227066902e-05
chr12	26523702	26524102	401	*	4.62297853352534	3.15867497810254	5.02219861199835	-1.74578477626775	2.42852065296528e-07	1.55746980154409e-05
chr10	78357549	78357949	401	*	3.39448332218282	4.42771550101801	2.32563037403553	1.89967230268726	2.47236402630843e-07	1.57515613360334e-05
chr20	11687234	11687634	401	*	4.64174623042268	5.41651986878145	4.00808625812466	1.27693201950272	2.51637805968508e-07	1.59271928954185e-05
chr1	160366761	160367161	401	*	3.92962619674869	0.736765707130042	4.46101580734558	-3.16046674866694	2.53531957807262e-07	1.59428797363995e-05
chr2	16718550	16718950	401	*	3.92718799050445	0.924208105969775	4.45087936724231	-3.1527992464508	2.6150676962554e-07	1.63382681100241e-05
chr22	38832213	38832613	401	*	3.97714777925074	0.737485203295368	4.51027854213652	-3.17476936584322	2.71994773025525e-07	1.68845986024307e-05
chr1	182617789	182618189	401	*	3.94687581419951	0.834201785863563	4.47514254562112	-3.15672842809864	2.75554836284783e-07	1.69610924221757e-05
chr6	5764411	5764811	401	*	3.38445102514434	0	3.9694135258655	-4.7198672430337	2.782633186654e-07	1.69610924221757e-05
chr4	97517927	97518327	401	*	2.51486427926481	3.77726715533653	0.780422043294136	2.75117150390974	2.7848138115716e-07	1.69610924221757e-05
chr6	165232245	165232645	401	*	4.03728699714729	4.89545243244676	3.28493295117548	1.48779457129362	2.82458471748921e-07	1.70957990026035e-05
chr13	73188094	73188494	401	*	2.25525947851886	3.6565655070571	0	3.4030194309797	2.85795252711804e-07	1.7190318181746e-05
chr3	26004774	26005174	401	*	2.33357374076248	3.69311810072561	0.129203574134404	3.09791362607042	2.89321359801446e-07	1.729242785946e-05
chr12	51172923	51173323	401	*	5.22781205339691	4.00509320411803	5.59043653025874	-1.4190907957777	2.91064202921519e-07	1.729242785946e-05
chr6	113564754	113565154	401	*	3.98287162343115	1.29274842981303	4.49132551376532	-2.79879050669286	2.96111647901611e-07	1.73935420993282e-05
chr17	17380237	17380637	401	*	3.40741051263689	4.43469754453381	2.35123755187083	1.87208195037264	2.96358369102557e-07	1.73935420993282e-05
chr12	131009978	131010378	401	*	3.97835768526484	0.841225694283037	4.50759612416758	-3.39329157133007	2.99348041052619e-07	1.74631712623709e-05
chr15	38690542	38690942	401	*	3.01583817612077	4.15783757472944	1.68147369220801	2.21926700041154	3.01328478945407e-07	1.74734430545349e-05
chr13	77584093	77584493	401	*	3.94629350066565	0.738204340814768	4.47825609806925	-3.15062580910462	3.12840026951031e-07	1.80329929821059e-05
chr5	34551939	34552339	401	*	3.4363938885294	0	4.02135638925056	-4.70097128488468	3.2000239778028e-07	1.83367054444037e-05
chr22	31977351	31977751	401	*	4.39120662619277	2.47602771475059	4.84267410783457	-2.06300720524605	3.22671095745844e-07	1.83808640658986e-05
chr5	137648364	137648764	401	*	4.01386713468553	1.15646176869854	4.53089782393962	-2.97180984791578	3.3401119344634e-07	1.87812575544443e-05
chr2	29269458	29269858	401	*	4.28762744992084	2.50832770563427	4.72521487712348	-2.03937362799535	3.3583457667718e-07	1.87812575544443e-05
chr5	174875304	174875704	401	*	4.28879459056395	2.44913587489868	4.73272588149894	-2.04674318137074	3.35988317109424e-07	1.87812575544443e-05
chr4	110622969	110623369	401	*	5.18018875407412	4.00330439402554	5.53503261243253	-1.34011063733459	3.37457539701911e-07	1.87812575544443e-05
chr1	238113072	238113472	401	*	2.46387229332554	3.72813406834654	0.721986753871465	2.73358135050487	3.42297283848296e-07	1.8844326325439e-05
chr17	74037195	74037595	401	*	4.13405055866444	2.08401405352557	4.59794605976537	-2.31910451259655	3.42482593275223e-07	1.8844326325439e-05
chr9	127676589	127676989	401	*	3.97840718276002	0.736765707130042	4.51161028274867	-3.16880914355682	3.57913758438249e-07	1.95821290209944e-05
chr9	99296495	99296895	401	*	3.97680081869459	0.415916721976098	4.52042744066395	-3.39390796237587	3.63898864014517e-07	1.97977337029021e-05
chr20	8287424	8287824	401	*	3.90442583387685	1.08725405021327	4.41948810067582	-3.08686623786135	3.84585213443255e-07	2.08062748993546e-05
chr9	124079419	124079819	401	*	4.88940113618875	3.4924812330523	5.27911165713658	-1.56646344974354	3.89770166221194e-07	2.08669364744028e-05
chr1	192851935	192852335	401	*	2.73638892297141	3.91087487642757	1.30758140989695	2.45916086897723	3.90016057607074e-07	2.08669364744028e-05
chr5	912464	912864	401	*	3.92060237830674	1.35879875341181	4.42172878520258	-2.74619472898367	3.95783749673215e-07	2.10176989708607e-05
chr1	229205358	229205758	401	*	3.99377092413272	1.15699968500844	4.50979928522301	-2.95463123025277	3.97174608804988e-07	2.10176989708607e-05
chr7	28355714	28356114	401	*	4.36963476235622	5.18769792345303	3.67643652654531	1.35797424001048	4.15030205687403e-07	2.18432201732435e-05
chr8	72773022	72773422	401	*	3.93134483146399	1.29323786550502	4.43691117851231	-2.77392201193432	4.27510728971954e-07	2.23308117016399e-05
chr11	132632637	132633037	401	*	4.01011483263486	1.69196164420968	4.49527164529461	-2.49603737088526	4.28906544455289e-07	2.23308117016399e-05
chr18	77858015	77858415	401	*	3.91719330444702	1.08076676408981	4.43320479336865	-2.91207853700462	4.4825197585658e-07	2.32132199689579e-05
chr8	127995561	127995961	401	*	2.58299137239452	3.77661385746007	1.09443238512628	2.45113878030048	4.66096045586889e-07	2.40089048162948e-05
chr14	96391725	96392125	401	*	4.92621605953879	3.55112926080933	5.31273484555658	-1.61772120402265	4.76291121669613e-07	2.44042498531668e-05
chr6	61842006	61842406	401	*	2.41886385974876	3.69186884417667	0.641312249648461	2.60366408680878	4.8483838879024e-07	2.47114471423404e-05
chr2	63050442	63050842	401	*	4.33811377645948	2.50590854192832	4.78127746212794	-1.99384976413872	5.16567457327543e-07	2.61907814490049e-05
chr20	1621560	1621960	401	*	3.27099045705034	0	3.8559529577715	-4.58510159339254	5.25624166611635e-07	2.65111689034743e-05
chr1	31483385	31483785	401	*	4.43695796844229	2.66591825203504	4.87365418581788	-1.91224125756621	5.34593679701022e-07	2.68238611099725e-05
chr3	62318821	62319221	401	*	4.2365986781589	2.50853847707187	4.6685651955068	-1.98364868671824	5.49285437065804e-07	2.74189699615735e-05
chr11	131811368	131811768	401	*	3.10110129250557	4.15636309251183	1.98379085808694	1.98283421435734	5.71300963502302e-07	2.83170375739444e-05
chr19	29702545	29702945	401	*	2.5993302733724	3.86922847562493	0.834578203424146	2.69954194641824	5.73124676217793e-07	2.83170375739444e-05
chr7	24851784	24852184	401	*	2.54842389151625	3.78946683029642	0.896217784543648	2.5386741306148	5.85596726581143e-07	2.86489697340305e-05
chr1	229380592	229380992	401	*	4.29932370272059	2.58981834527313	4.72919945662335	-1.94089720446043	5.85759604227389e-07	2.86489697340305e-05
chr7	84666624	84667024	401	*	3.9816209256736	4.88069677705633	3.16447716240569	1.53978963249018	6.01194264964184e-07	2.92561068437847e-05
