seqnames	start	end	width	strand	Conc	Conc_fs	Conc_control	Fold	p.value	FDR
chr7	74478056	74478456	401	*	4.76632877694147	2.81476837874206	5.22127506869364	-2.22665804321567	7.74364887397979e-10	2.77738872946742e-07
chr19	45968215	45968615	401	*	4.46219756629327	1.59578884075038	4.97966091736257	-2.97757254464034	9.07506016979646e-10	2.99666416352634e-07
chr17	4899259	4899659	401	*	3.88662235261035	4.96271110605234	2.72123237918038	2.025984053609	9.15703663475301e-10	2.99666416352634e-07
chr6	6007362	6007762	401	*	4.65346627849188	2.66900810428508	5.11147666627101	-2.26099268767756	9.28334623149425e-10	2.99666416352634e-07
chr10	28317848	28318248	401	*	4.57219504430147	2.22946814316229	5.05909608941051	-2.55596598412935	9.89603583179052e-10	3.09139390306643e-07
chr4	26230708	26231108	401	*	2.94812900499818	4.22853738910634	1.13949640846739	2.69133545711987	1.10449858488855e-09	3.34248884251897e-07
chr2	60214502	60214902	401	*	4.54134920122801	2.23189049825253	5.02588121990683	-2.53531380869001	1.54854903602817e-09	4.46588957133499e-07
chr7	31340577	31340977	401	*	4.415504413224	1.74043240969646	4.9231340427388	-2.81698798647309	1.56794966362443e-09	4.46588957133499e-07
chr6	27814753	27815153	401	*	4.98623293538711	3.42313979372376	5.3985133073844	-1.83487294062837	2.08134845840588e-09	5.758793848915e-07
chr13	85137506	85137906	401	*	3.23306087636676	4.37585885825805	1.89647203290599	2.34202222300698	2.35074084543009e-09	6.32349287420695e-07
chr11	18395956	18396356	401	*	6.23641471825435	5.22979128266435	6.55966385906636	-1.21534355093368	3.4411118712803e-09	8.84256458096348e-07
chr1	208527233	208527633	401	*	3.31074212542015	4.42204426465485	2.05850671299404	2.22766065863035	3.46982088059286e-09	8.84256458096348e-07
chr1	185528253	185528653	401	*	2.56621988060237	3.94710942020402	0.228739053048803	3.08855573309049	4.26992710918191e-09	1.04824220577809e-06
chr6	165232245	165232645	401	*	4.15108307820948	5.07919354678059	3.28493295117548	1.71207884617869	4.32979019321805e-09	1.04824220577809e-06
chr4	162163837	162164237	401	*	4.70907063867884	2.8141307186487	5.15856081046619	-2.14342824735263	5.53004132927221e-09	1.30616878616273e-06
chr3	9362899	9363299	401	*	4.85583961268054	3.28026891654756	5.26969882580958	-1.82854187932128	5.82362870228137e-09	1.34276238935459e-06
chr3	58234493	58234893	401	*	4.47791788928363	2.41988598467421	4.9425111941756	-2.29190944438156	7.66929039710191e-09	1.69341734332773e-06
chr3	54324184	54324584	401	*	3.50313359885891	4.57036419381185	2.35847409766447	2.07589595024517	7.69417215060101e-09	1.69341734332773e-06
chr13	101036560	101036960	401	*	4.35809242251956	2.12094865417337	4.83726821540042	-2.43681450041336	8.37601329877721e-09	1.80251806189685e-06
chr1	114352742	114353142	401	*	4.37971279837863	1.88159735249477	4.87693795891962	-2.64774791191973	8.63520126112041e-09	1.81789758723239e-06
chrX	106450404	106450804	401	*	2.84389539726779	4.06644853014753	1.25837026511911	2.52357122095556	9.09080977236813e-09	1.87309365607687e-06
chr2	122516887	122517287	401	*	3.06230567343985	4.23053789013952	1.65233464355353	2.32804202535645	9.28622137058645e-09	1.87349516151582e-06
chr13	33204207	33204607	401	*	4.13841918722854	0.999638189663213	4.66772252647161	-3.07642213517679	1.56230830096177e-08	3.08763134418649e-06
chr8	142816243	142816643	401	*	5.15989307646143	3.8158189535888	5.54178180840021	-1.57171612483591	1.62829598576148e-08	3.15368366522284e-06
chr8	10335772	10336172	401	*	4.74506505337477	3.0060652055677	5.17825031187478	-1.9777033285944	1.69475688964671e-08	3.21804425869387e-06
chr9	8188776	8189176	401	*	4.03461531672262	5.00795461570475	3.08650268813873	1.71373881992567	1.95732296980972e-08	3.64513762300719e-06
chrX	103276686	103277086	401	*	4.12435388919117	0.423831054494534	4.67184387170677	-3.37322781193821	2.49424456870137e-08	4.55740837798189e-06
chr10	2949885	2950285	401	*	3.58686256048631	4.6126961143486	2.53376485182357	1.97449405974674	2.99771541143622e-08	5.24049667312496e-06
chr2	37523754	37524154	401	*	4.10528194913154	1.22619718637908	4.62334967869909	-2.88498714971964	3.03029983919518e-08	5.24049667312496e-06
chr4	140286525	140286925	401	*	4.35341944220782	2.23048111063947	4.82352474677694	-2.3298130280437	3.03044004228623e-08	5.24049667312496e-06
chr9	11702474	11702874	401	*	4.57501591919073	2.81630769589393	5.01037107053534	-1.97940007339292	3.27419186683351e-08	5.51702100749988e-06
chr5	93582750	93583150	401	*	4.29689709886833	2.12191829476389	4.77123182765217	-2.36430336187749	3.4087009337643e-08	5.51702100749988e-06
chr7	30001967	30002367	401	*	3.72702126370904	4.70640626308327	2.76738805248359	1.8137555022643	3.41213578732998e-08	5.51702100749988e-06
chr9	124079419	124079819	401	*	4.86945933193282	3.32686952748976	5.27911165713658	-1.75523527143594	3.41822862918208e-08	5.51702100749988e-06
chr1	233251161	233251561	401	*	4.14328990460624	1.4180091195244	4.65363420451978	-2.77377008357508	3.54101804725762e-08	5.62151127371193e-06
chr2	181680439	181680839	401	*	5.29322037736458	4.00802086439379	5.66599752681627	-1.48798619889337	3.75344226388181e-08	5.86263465861798e-06
chr13	34719152	34719552	401	*	4.22431015028423	5.13733385200645	3.38395501060447	1.63144090436097	4.01782249290441e-08	6.17596714623592e-06
chr8	38528002	38528402	401	*	6.23956967741655	5.26830365906872	6.5556816571363	-1.15874726286259	4.25295396788106e-08	6.43525097265003e-06
chr3	163175914	163176314	401	*	4.02968297053622	1.00491487686857	4.55431221417571	-2.97353990966616	4.85848362277355e-08	7.2383931389137e-06
chr20	63130293	63130693	401	*	4.23483005442025	5.13707136214029	3.41247072768352	1.5904041328748	5.29708271745732e-08	7.70806781694755e-06
chr7	31603065	31603465	401	*	4.10996217240575	1.59421579555465	4.60828568491757	-2.63231635904154	5.33292589565764e-08	7.70806781694755e-06
chr1	90943891	90944291	401	*	4.09562241716265	1.74650716457526	4.58297171945437	-2.50658989674069	5.58921094803876e-08	7.90432034693268e-06
chr10	96502832	96503232	401	*	4.38529426061268	2.50512876125801	4.83332164063163	-2.10402635306174	5.63195068089999e-08	7.90432034693268e-06
chr4	152269597	152269997	401	*	2.86608549543254	4.06737866136981	1.35263118365749	2.41739652849457	5.73074692142598e-08	7.92807902672702e-06
chr2	35185946	35186346	401	*	2.53120921377105	3.87886786379362	0.395186852531463	2.8676008982802	6.07266592627793e-08	8.22469441302333e-06
chr6	41560627	41561027	401	*	4.17271268525161	2.00859490645122	4.64617828437377	-2.35231473768543	6.12237679211687e-08	8.22469441302333e-06
chr2	99867690	99868090	401	*	4.34031584139813	2.42565077046775	4.79173349754345	-2.13280978249841	6.19994518949507e-08	8.22469441302333e-06
chr1	87937770	87938170	401	*	2.74799448513224	3.94642396081535	1.24390017506389	2.33104794056277	6.70393567708334e-08	8.77309636444258e-06
chr1	229380592	229380992	401	*	4.27473175879727	2.3282365214011	4.72919945662335	-2.15669369986612	7.31378515071284e-08	9.39810936523042e-06
chr5	174875304	174875704	401	*	4.27805351552783	2.32939457064994	4.73272588149894	-2.15666632878345	7.3756331243031e-08	9.39810936523042e-06
chr18	13453643	13454043	401	*	4.40477907542229	2.59066648334284	4.84606116263977	-2.03739705784657	8.07192055854172e-08	1.01242782608899e-05
chr16	72425563	72425963	401	*	4.26642217791951	2.12210193776768	4.73828521846862	-2.33636818262707	8.1546231345458e-08	1.01242782608899e-05
chr11	84812520	84812920	401	*	4.38854234543259	2.5096356683696	4.8364443285238	-2.07836599947153	8.31763478851401e-08	1.01959462394898e-05
chr18	3791213	3791613	401	*	2.77392827183007	3.97764415929149	1.25249292271891	2.4160852865979	8.51510253873012e-08	1.03075316231328e-05
chr6	25369290	25369690	401	*	3.99815930421518	0.423632405730066	4.54218054837531	-3.25289654273075	8.96524479749882e-08	1.07184482245653e-05
chr12	26523702	26524102	401	*	4.61221554400561	3.06706338503752	5.02219861199835	-1.77737933774947	9.19509536008088e-08	1.0859183349637e-05
chr17	66920827	66921227	401	*	4.59851049502372	5.37662766966506	3.96040083298058	1.31850048184741	1.1014195211468e-07	1.28507790876935e-05
chr4	98433704	98434104	401	*	3.58796496914071	4.61222043743553	2.53819525580533	1.88801403425044	1.15109877457114e-07	1.32705244439844e-05
chr6	61842006	61842406	401	*	2.51742540285193	3.81324637327015	0.641312249648461	2.6213147814063	1.18933042943709e-07	1.35499716219632e-05
chr8	72773022	72773422	401	*	3.91739348572705	1.00741345668446	4.43691117851231	-2.89294400289086	1.26866140736853e-07	1.42857175220429e-05
chr9	127676589	127676989	401	*	3.98897137197789	1.01004003182794	4.51161028274867	-2.90207543588132	1.3496096406129e-07	1.50225514479257e-05
chr5	137648364	137648764	401	*	4.01714420203374	1.22608328293923	4.53089782393962	-2.77314763992505	1.40026624798157e-07	1.5409293574379e-05
chr3	29705867	29706267	401	*	2.86078836991293	4.00798774042954	1.51185572943099	2.27566100636104	1.64825347043203e-07	1.79344793344537e-05
chr1	22320469	22320869	401	*	2.76983740109273	3.94644124493405	1.33457583115407	2.30591345991	1.7922771901021e-07	1.92849025654986e-05
chr2	33214988	33215388	401	*	2.30033017338945	3.59320785665763	0.437406277078873	2.74231655631238	1.93208607803911e-07	2.05269675806288e-05
chr5	85533493	85533893	401	*	3.98816072735956	1.59403927648916	4.47860857931633	-2.50563053930782	1.95010431373178e-07	2.05269675806288e-05
chr8	48501657	48502057	401	*	4.51942600662467	2.81705783342047	4.94848953624702	-1.91031500953045	1.98901921228536e-07	2.07114645717972e-05
chr4	5654821	5655221	401	*	3.86285228456699	0.746586575240225	4.3912627876362	-2.96948303997351	2.19035365576894e-07	2.25653029813472e-05
chr13	77584093	77584493	401	*	3.98761410795971	1.59062224690302	4.47825609806925	-2.48999631068639	2.30316701008076e-07	2.34777571848654e-05
chr12	131009978	131010378	401	*	4.02509479836641	1.74351277397654	4.50759612416758	-2.41386917132409	2.36597090022665e-07	2.37672607188568e-05
chr8	92607776	92608176	401	*	3.8586850027602	1.01266183370933	4.37516464724487	-2.81839456665885	2.40068932175941e-07	2.37672607188568e-05
chr7	159013215	159013615	401	*	3.96021455406617	1.59062224690302	4.44898646020997	-2.46811812719885	2.42932391114251e-07	2.37672607188568e-05
chr2	43811002	43811402	401	*	2.60176565899804	3.84660462269054	0.935370308794359	2.45251381182439	2.42973854932551e-07	2.37672607188568e-05
chr18	66432705	66433105	401	*	2.59035490148587	3.81253218152702	1.00614514274621	2.42114511997573	2.48831832656148e-07	2.40968746744213e-05
chr2	65687676	65688076	401	*	3.90531974380668	1.42570036579082	4.40137722204902	-2.56144449443182	2.54047188801861e-07	2.43583463005666e-05
chr1	110170670	110171070	401	*	4.08751038709358	1.59237595740561	4.58454842604446	-2.56471449077223	2.87709683381632e-07	2.73154958222326e-05
chr5	153352582	153352982	401	*	3.52956353317294	4.4872093866291	2.61071471860766	1.74112847730148	2.93398268502981e-07	2.75851342930375e-05
chr4	189503049	189503449	401	*	5.16422224751032	4.03566316604104	5.51054247729611	-1.31464102750187	3.06329579237261e-07	2.85239965897465e-05
chr9	127661292	127661692	401	*	4.1400855362027	2.01010618482586	4.61077277608892	-2.26749099378285	3.1307654820673e-07	2.8874602788895e-05
chr13	45933479	45933879	401	*	3.85792223568901	1.00728090046405	4.37462600847517	-2.78504238400761	3.28154410550732e-07	2.99796916205027e-05
chr17	48003297	48003697	401	*	4.68086844692337	3.12264764070477	5.092528110706	-1.73731677874696	3.41023455710949e-07	3.0864216309391e-05
chr1	18225156	18225556	401	*	3.86712273142123	1.42383105449453	4.36083991000842	-2.52497795506838	3.59363937560609e-07	3.2222966401268e-05
chr5	4995279	4995679	401	*	2.27476204673642	3.55240920552684	0.477818782292238	2.68687148308318	3.96739638901772e-07	3.52479510378418e-05
chr19	43475181	43475581	401	*	3.16722940787564	0	3.7521919085968	-3.70770698406368	4.05299370093798e-07	3.56810827271667e-05
chr5	59744512	59744912	401	*	3.6106067792742	4.55285960448384	2.71959759164074	1.64120222552229	4.15892889109375e-07	3.59306007043687e-05
chr16	58419246	58419646	401	*	3.15271715286132	0	3.73767965358248	-3.70392278750555	4.16931758454512e-07	3.59306007043687e-05
chr2	161238523	161238923	401	*	5.26738064594709	4.0940105438443	5.62161590961923	-1.34347329725123	4.192645476656e-07	3.59306007043687e-05
chr20	59679535	59679935	401	*	2.45132451022319	3.7066392946428	0.744830851303886	2.49703479484657	4.341553491185e-07	3.68803543935399e-05
chr20	44038603	44039003	401	*	4.56954028557585	3.06722235308095	4.97390621784132	-1.67620428237594	4.42317930241986e-07	3.72470159692469e-05
chr8	20736939	20737339	401	*	4.31609671479653	2.5915435781799	4.74767034481139	-1.89653013854087	4.63093012370749e-07	3.86602821706753e-05
chr6	154494932	154495332	401	*	3.75066145872031	0.746586575240225	4.27440032280654	-2.8796110088917	4.6997522430039e-07	3.889948779594e-05
chr4	169049000	169049400	401	*	4.03839359051748	4.91408458771953	3.25886382254281	1.44991742761587	4.80419828459956e-07	3.94269967695442e-05
chr4	2297782	2298182	401	*	3.52477060330982	4.52997996320261	2.51429511093413	1.71796224884734	4.97487986187637e-07	4.04846525902612e-05
chr8	29804999	29805399	401	*	3.87525987232003	1.22834073858893	4.38132316892642	-2.63602035142572	5.09148357274063e-07	4.1083439336963e-05
chr2	207338259	207338659	401	*	3.35689589976103	4.35290288042563	2.3648489355555	1.84709266477862	5.13330871517196e-07	4.1083439336963e-05
chr17	40091584	40091984	401	*	4.15252142113417	2.22935449768816	4.60476097723337	-2.07755667853538	5.27574704607457e-07	4.1877323273923e-05
chr7	70417190	70417590	401	*	3.92248061492273	1.59412753872162	4.40836527628475	-2.4134751006943	5.47724992514385e-07	4.31233238008887e-05
chr9	107275026	107275426	401	*	2.3713109139555	3.63333184352869	0.638392120249327	2.52542319383589	6.66436519324194e-07	5.20465423639959e-05
chr5	51841413	51841813	401	*	3.86630127878406	1.42373173353136	4.35997129730244	-2.50168767569273	6.87359388574172e-07	5.31981346369274e-05
chr6	113564754	113565154	401	*	4.02987508749982	2.00747973022767	4.49132551376532	-2.1700264068547	6.92169038026937e-07	5.31981346369274e-05
chr15	54567394	54567794	401	*	2.35284321963999	3.59106087442301	0.711084033803336	2.48765388146629	7.08051861228362e-07	5.3990348221539e-05
chr4	171774674	171775074	401	*	4.17665728809598	5.02348482606744	3.4414439715509	1.44703269841943	7.32290095939491e-07	5.52570544341854e-05
chr16	27529988	27530388	401	*	3.78698743183382	0.746586575240225	4.31228054069097	-2.859178296945	7.36076003925023e-07	5.52570544341854e-05
chr3	111712369	111712769	401	*	4.47886892902627	3.00807054891425	4.87897912992009	-1.65172752705268	7.52279622072432e-07	5.58902033133882e-05
chr2	80187138	80187538	401	*	3.78641164212102	1.42008514992872	4.27495810680298	-2.45955581379465	7.59899290039318e-07	5.58902033133882e-05
chr4	637852	638252	401	*	4.38068760874605	2.59163199322344	4.81932038565254	-1.93541844621213	7.64807363153951e-07	5.58902033133882e-05
chr22	38832213	38832613	401	*	4.04726625046507	2.00728090046405	4.51027854213652	-2.16567955388266	7.67595729107872e-07	5.58902033133882e-05
chr3	127760413	127760813	401	*	3.77217671054502	1.23059466740501	4.27208417843151	-2.55612445533726	8.17463566809206e-07	5.90769938879131e-05
chr21	24780914	24781314	401	*	2.77452981124353	3.9132343954743	1.44929363499703	2.17105351565794	8.27183845690658e-07	5.93366545308766e-05
chr7	130352392	130352792	401	*	5.03224793458861	5.6983815085403	4.5311986871515	1.06216359760438	8.38188807382431e-07	5.96839736080254e-05
chr11	21537863	21538263	401	*	2.41676910502633	3.63073116953616	0.860930851847717	2.33785381610607	8.45038428208456e-07	5.97324973632897e-05
chr18	29773277	29773677	401	*	2.38883844329432	3.67012845986853	0.576448773613749	2.53852503504232	1.07745760489172e-06	7.56094162737058e-05
chr8	94366582	94366982	401	*	2.65689692288082	3.84699046340308	1.17960482225892	2.30948796290565	1.0992709297896e-06	7.6585177583327e-05
chr2	16718550	16718950	401	*	4.00258480770033	2.11973313819038	4.45087936724231	-2.04938252334118	1.1213194062126e-06	7.75632652125916e-05
chr1	184219396	184219796	401	*	2.53077508341865	3.70700322675156	1.09666122387427	2.213788905986	1.15522158286022e-06	7.93416014781445e-05
chr3	116921204	116921604	401	*	3.89195643483139	1.59079918452454	4.37588812421986	-2.35653671486808	1.17900205579947e-06	8.02558667895945e-05
chrX	88883250	88883650	401	*	2.56800324876713	3.74368850618736	1.1355456884027	2.24510414019571	1.18510831793804e-06	8.02558667895945e-05
chr2	205682173	205682573	401	*	4.67933933421405	3.32786946034634	5.06234263071096	-1.51341198305864	1.20430258930269e-06	8.09893491306059e-05
chr7	94424335	94424735	401	*	2.44682514147821	3.63194611913477	0.985215083256153	2.3150986148298	1.23161086135891e-06	8.17936506679201e-05
chr15	57133255	57133655	401	*	5.26860044035158	4.00921836519688	5.63724429752252	-1.41952342364643	1.23315499767827e-06	8.17936506679201e-05
chr6	11785450	11785850	401	*	2.97422395929508	4.03751423304605	1.83865072764095	1.99070228443723	1.25805426729773e-06	8.28775341803484e-05
chr11	132632637	132633037	401	*	4.05300608985281	2.22946814316229	4.49527164529461	-1.98209511153369	1.32843753199386e-06	8.69228990528958e-05
chr6	82144181	82144581	401	*	5.97988860373733	6.63203970567561	5.49437992624023	1.03548524681101	1.34319800309402e-06	8.72988554494127e-05
chr2	240203417	240203817	401	*	3.88820097245622	1.88145271651164	4.34824450656973	-2.13429811408339	1.37388491051828e-06	8.86980098230601e-05
chr3	18370750	18371150	401	*	3.69845789457153	1.00754600072659	4.20695472758672	-2.63437726307781	1.39859431690629e-06	8.96952805623873e-05
chr6	37807583	37807983	401	*	3.81883167649853	1.74509023922616	4.2847838594663	-2.20505527468001	1.45034248087382e-06	9.16012881550203e-05
chr1	208224165	208224565	401	*	3.27343557232463	4.25446864823604	2.31063735608822	1.71211347806789	1.45102617734307e-06	9.16012881550203e-05
chr16	82302089	82302489	401	*	3.67797045173239	0.415930097417944	4.21191325372077	-2.93904533547688	1.46639410252155e-06	9.16012881550203e-05
chr2	146203116	146203516	401	*	2.46320768282566	3.66821879688323	0.937481826721877	2.26404976788344	1.47257318442818e-06	9.16012881550203e-05
chr18	77858015	77858415	401	*	3.97671294507991	2.00866112574526	4.43320479336865	-2.09964646913601	1.47560935070045e-06	9.16012881550203e-05
chr5	116626350	116626750	401	*	3.79220351615794	1.59071071842632	4.26863053893894	-2.28570802856527	1.5026851592474e-06	9.2687917720712e-05
chr6	439701	440101	401	*	3.87841259087232	1.74193358201364	4.34963430089696	-2.21965015282613	1.55668695375135e-06	9.49707751605253e-05
chr9	110640797	110641197	401	*	2.81330846854924	3.88172089197347	1.66590764467849	1.98257698169662	1.55930950542374e-06	9.49707751605253e-05
chr22	33180334	33180734	401	*	3.61791343922171	0.746586575240225	4.13561194209752	-2.73886667989551	1.60945318485404e-06	9.74121540132905e-05
chr1	160366761	160367161	401	*	4.02220623114836	2.23149336737518	4.46101580734558	-1.9451762251664	1.72815930458518e-06	0.00010394717208449
chr22	31963919	31964319	401	*	4.54156666554401	3.17730900224142	4.92648168925327	-1.50428103092601	1.75385395510181e-06	0.000104660242750409
chr20	38659237	38659637	401	*	3.36118021187742	4.32973474137052	2.42208677210811	1.68216080236786	1.77138140816211e-06	0.000104660242750409
chr4	11651040	11651440	401	*	3.69147297423902	0.746586575240225	4.21259025777303	-2.75657052357011	1.7724369899904e-06	0.000104660242750409
chr6	30781708	30782108	401	*	3.62533180205211	0.423632405730066	4.15705474516576	-2.891995511137	1.80210048928729e-06	0.000105174823915841
chr3	34216858	34217258	401	*	3.82654281162516	1.58895498129174	4.3057523836015	-2.30583073011659	1.80673940267857e-06	0.000105174823915841
chr7	140316050	140316450	401	*	3.69984330310858	1.230367544935	4.19525360886576	-2.4777067840953	1.81373353923434e-06	0.000105174823915841
chr20	8287424	8287824	401	*	3.97438397039903	2.12325430016889	4.41948810067582	-1.98604869648556	1.87671543864817e-06	0.000108179239927791
chrX	437731	438131	401	*	2.60342614741265	3.81578110919455	1.05305480063492	2.2838601734107	1.92667287304359e-06	0.000110401775754758
chr12	33324007	33324407	401	*	2.7181831367912	3.84954059211972	1.413022957157	2.03720891585892	2.05184662633555e-06	0.000116882839584903
chr6	92635664	92636064	401	*	2.65319465969109	3.77907910515708	1.36274478297725	2.15739075012931	2.12502691496047e-06	0.000120343629499867
chr4	7365750	7366150	401	*	3.72346790073079	1.23059466740501	4.22036372762722	-2.48571537983487	2.17115595542504e-06	0.000121596055458717
chr21	14876490	14876890	401	*	3.71167985906417	1.23082175412493	4.20781603813619	-2.46044039651211	2.18474963969164e-06	0.000121596055458717
chr12	560752	561152	401	*	3.81419864169907	1.59421579555465	4.29206041976558	-2.2896289849576	2.1966859033165e-06	0.000121596055458717
chr11	134759360	134759760	401	*	3.94191040709836	1.74185391481213	4.41822514643586	-2.27673477183444	2.19780841502704e-06	0.000121596055458717
chr8	141032403	141032803	401	*	4.00700415804268	2.00603203667098	4.46652411887753	-2.08629869302805	2.2099241801667e-06	0.000121596055458717
chr3	9153980	9154380	401	*	3.8422099923357	1.59053376995398	4.32248545996451	-2.28964440702475	2.24198489868965e-06	0.000122663173779156
chr1	80365529	80365929	401	*	2.4124470362096	3.63117927791334	0.840222527711098	2.3112839600813	2.26334829595793e-06	0.000123136319652003
chr12	117019933	117020333	401	*	2.08411016120452	3.37529830101742	0.228691182650486	2.51282009350655	2.35736597326372e-06	0.000127534816117798
chr17	78599395	78599795	401	*	3.62733603818451	1.00990771673131	4.13172357013702	-2.55081723058419	2.39734132926175e-06	0.000128976963514282
chr2	196252932	196253332	401	*	3.61563583056293	0.424029675910257	4.14697796577461	-2.86408126323671	2.4244764590698e-06	0.000129716188009017
chr1	161185209	161185609	401	*	3.7438839953029	1.42383105449453	4.22917678958791	-2.3437458226191	2.4414973649008e-06	0.00012990912352582
chr1	31483385	31483785	401	*	4.4741061444006	3.00741345668446	4.87365418581788	-1.59525333790683	2.4585129625361e-06	0.000130099669558468
chr12	57452118	57452518	401	*	4.9176356484212	3.63241533752343	5.29041609310279	-1.41903540303932	2.50636780246633e-06	0.000131310952671075
chr2	29269458	29269858	401	*	4.3286506821811	2.88353051239193	4.72521487712348	-1.60206547869677	2.50852191699184e-06	0.000131310952671075
chr17	77445401	77445801	401	*	3.71583125730378	1.22619718637908	4.21252295228132	-2.45475067381381	2.63164299215926e-06	0.00013701521901113
chr6	10268907	10269307	401	*	3.60205633835416	0.749416102313844	4.11885688854469	-2.69747905749416	2.67753608124667e-06	0.000138659141234186
chr12	82996439	82996839	401	*	2.96357604576914	4.00670633522703	1.87324317615896	1.85137255622006	2.69270156399814e-06	0.000138702776307223
chr13	30870419	30870819	401	*	4.47645594684885	3.12149479343461	4.85998311143067	-1.48552774356396	2.76246836524849e-06	0.000140951644634497
chr3	23916859	23917259	401	*	6.3166488058727	5.58191376247729	6.57912503474466	-0.883439844303966	2.77030515713992e-06	0.000140951644634497
chr6	52664153	52664553	401	*	3.6668937150454	1.41988598467421	4.14681721477034	-2.29176053913065	2.78002520912732e-06	0.000140951644634497
chr12	26298820	26299220	401	*	2.3469222271527	3.51137374204435	0.948181683511422	2.19482642977197	2.8543690611817e-06	0.000143370684352985
chr1	235583280	235583680	401	*	3.86007569573546	0	4.4227169531218	-3.27388039139859	2.8767377520691e-06	0.000143370684352985
chr15	80474424	80474824	401	*	3.65350227434686	1.2282270042675	4.14603531252437	-2.40734166069763	2.88500251923965e-06	0.000143370684352985
chr2	142885537	142885937	401	*	2.48710243285875	3.66894525634467	1.03570912569186	2.16141044166558	2.88695615952418e-06	0.000143370684352985
chr2	235051011	235051411	401	*	4.60512028150145	3.23155010705105	4.99141529133563	-1.52027138089734	3.02291998025472e-06	0.000149356923922381
chr6	98992410	98992810	401	*	3.64079719783269	0.74611004567184	4.15960123487622	-2.68924328981482	3.08331871633225e-06	0.000150442951577962
chr10	82394051	82394451	401	*	3.62805801929724	1.2282270042675	4.11889162834857	-2.40447783255786	3.08890057318085e-06	0.000150442951577962
